order_datetime,origin_longitude,origin_latitude,m_order_eta,order_gk,order_status_key,is_driver_assigned_key,cancellations_time_in_seconds
8:52:30,-0.97325,51.461318,,3.00062E+12,4,0,67
17:20:37,-0.974382,51.43584,,3.00062E+12,4,0,71
21:42:59,-0.960989,51.456377,,3.00062E+12,9,0,
9:10:55,-0.972893,51.456873,,3.00062E+12,4,0,21
9:19:54,-0.984726,51.445691,,3.00062E+12,4,0,9
8:34:23,-0.994867,51.458658,,3.00062E+12,9,0,
20:28:53,-0.975358,51.455172,,3.00062E+12,4,0,8
8:42:48,-0.97685,51.432336,,3.00062E+12,4,0,179
8:19:25,-0.944287,51.429973,,3.00062E+12,4,0,10
9:08:33,-0.999031,51.447941,,3.00062E+12,4,0,232
17:40:49,-0.9724,51.45602,,3.00062E+12,4,0,46
23:43:48,-1.019963,51.444398,,3.00062E+12,4,0,27
23:20:21,-0.946531,51.454771,,3.00062E+12,4,0,19
8:42:16,-0.989201,51.472551,,3.00062E+12,9,0,
8:23:58,-0.968207,51.44652,,3.00062E+12,9,0,
9:06:30,-0.974735,51.454823,537,3.00062E+12,4,1,189
8:24:05,-0.986307,51.446031,,3.00062E+12,9,0,
11:51:38,-0.984593,51.46505,478,3.00062E+12,4,1,48
21:46:49,-0.946734,51.447946,,3.00062E+12,4,0,149
21:38:28,-0.958323,51.451964,,3.00062E+12,4,0,253
17:29:52,-0.975985,51.455965,,3.00062E+12,9,0,
16:38:12,-0.982534,51.431659,,3.00062E+12,9,0,
15:43:23,-0.922117,51.451058,,3.00062E+12,9,0,
14:48:25,-0.976047,51.45625,,3.00062E+12,9,0,
18:46:29,-0.972207,51.457829,418,3.00062E+12,4,1,44
14:34:41,-0.975543,51.455736,,3.00062E+12,4,0,83
8:33:13,-0.959719,51.465444,,3.00062E+12,9,0,
14:37:47,-0.976342,51.456527,,3.00062E+12,9,0,
16:25:10,-0.902986,51.446451,,3.00062E+12,9,0,
14:42:22,-0.95592,51.459679,,3.00062E+12,4,0,143
8:46:11,-0.994204,51.4511,,3.00062E+12,9,0,
9:15:20,-0.969275,51.447783,,3.00062E+12,4,0,92
15:58:04,-0.970236,51.455127,60,3.00062E+12,4,1,979
17:35:40,-0.944763,51.44505,,3.00062E+12,9,0,
18:28:42,-0.975985,51.455965,1186,3.00062E+12,4,1,83
9:12:33,-0.956827,51.452408,,3.00062E+12,4,0,158
15:33:39,-0.947501,51.449547,,3.00062E+12,4,0,91
14:49:22,-0.942446,51.454077,,3.00062E+12,4,0,141
19:09:45,-0.951096,51.448692,,3.00062E+12,9,0,
7:58:35,-1.011596,51.459212,,3.00062E+12,4,0,85
17:14:04,-0.919488,51.436438,,3.00062E+12,4,0,78
22:19:35,-0.973416,51.45684,,3.00062E+12,4,0,46
7:09:12,-0.942105,51.454069,,3.00062E+12,4,0,185
20:43:08,-0.97201,51.460528,,3.00062E+12,9,0,
14:30:31,-0.975543,51.455736,,3.00062E+12,9,0,
13:52:36,-0.995791,51.459338,,3.00062E+12,9,0,
22:24:31,-0.972193,51.457884,,3.00062E+12,4,0,41
12:33:53,-0.975905,51.432515,,3.00062E+12,9,0,
15:04:32,-0.968429,51.454912,,3.00062E+12,4,0,117
16:23:15,-0.947598,51.450293,237,3.00062E+12,4,1,135
15:22:00,-0.958844,51.431294,,3.00062E+12,4,0,229
15:53:43,-0.952516,51.452138,,3.00062E+12,4,0,96
19:13:47,-0.965583,51.459612,1198,3.00062E+12,4,1,70
14:38:54,-0.959653,51.445521,,3.00062E+12,4,0,185
8:46:47,-0.924714,51.426026,,3.00062E+12,9,0,
15:02:26,-0.952975,51.452146,,3.00062E+12,9,0,
8:42:07,-0.986307,51.446031,,3.00062E+12,9,0,
15:56:39,-0.971634,51.457949,,3.00062E+12,4,0,223
23:32:03,-0.918024,51.440897,,3.00062E+12,4,0,82
22:02:00,-0.960945,51.452264,,3.00062E+12,9,0,
14:29:07,-0.931219,51.446663,,3.00062E+12,4,0,226
16:13:44,-0.950443,51.451367,1017,3.00062E+12,4,1,212
22:18:03,-0.890082,51.420142,,3.00062E+12,9,0,
23:04:44,-0.966529,51.454694,,3.00062E+12,9,0,
22:52:14,-0.93595,51.449783,,3.00062E+12,9,0,
23:22:18,-0.946473,51.454793,,3.00062E+12,4,0,157
8:24:39,-0.953481,51.416397,,3.00062E+12,9,0,
0:07:27,-0.91423,51.441508,,3.00062E+12,4,0,38
14:44:48,-0.976013,51.45623,837,3.00062E+12,4,1,51
9:07:06,-0.989201,51.472551,,3.00062E+12,4,0,186
3:56:15,-0.978309,51.461451,,3.00062E+12,4,0,84
9:25:58,-0.960131,51.451784,,3.00062E+12,9,0,
17:09:04,-0.952975,51.452146,,3.00062E+12,4,0,223
8:41:03,-0.924714,51.426026,,3.00062E+12,9,0,
9:17:39,-0.969275,51.447783,,3.00062E+12,4,0,30
15:35:36,-0.955982,51.459724,,3.00062E+12,4,0,23
8:28:46,-0.974268,51.475311,,3.00062E+12,9,0,
21:26:50,-0.980209,51.453444,,3.00062E+12,9,0,
8:46:57,-0.986307,51.446031,,3.00062E+12,4,0,10
8:30:23,-0.953481,51.416397,,3.00062E+12,4,0,10
22:43:27,-0.959654,51.472752,,3.00062E+12,4,0,183
17:46:41,-0.941853,51.412214,,3.00062E+12,9,0,
16:25:55,-0.941281,51.455195,60,3.00062E+12,4,1,205
9:06:08,-0.999031,51.447941,417,3.00062E+12,4,1,134
14:09:59,-0.955919,51.450956,,3.00062E+12,4,0,88
17:37:05,-0.972046,51.457949,,3.00062E+12,9,0,
8:38:38,-0.994867,51.458658,,3.00062E+12,9,0,
8:40:06,-0.974268,51.475311,,3.00062E+12,9,0,
7:59:45,-0.982097,51.480565,,3.00062E+12,9,0,
18:55:15,-0.911429,51.473129,,3.00062E+12,9,0,
11:16:58,-0.956437,51.451732,237,3.00062E+12,4,1,56
23:22:28,-0.972482,51.458324,,3.00062E+12,4,0,108
15:54:04,-0.970124,51.455152,,3.00062E+12,4,0,229
21:38:20,-0.963062,51.454984,,3.00062E+12,4,0,70
23:57:42,-0.952027,51.451726,,3.00062E+12,9,0,
8:23:55,-0.953786,51.470904,,3.00062E+12,9,0,
8:39:24,-0.994204,51.4511,,3.00062E+12,9,0,
23:02:06,-1.015463,51.462013,,3.00062E+12,4,0,55
22:25:16,-0.971835,51.457969,,3.00062E+12,4,0,91
23:03:27,-0.96851,51.453905,,3.00062E+12,9,0,
8:14:43,-0.952017,51.469998,,3.00062E+12,9,0,
8:37:41,-0.974268,51.475311,,3.00062E+12,4,0,117
13:39:47,-0.969255,51.455798,958,3.00062E+12,4,1,129
14:51:56,-0.942446,51.454077,,3.00062E+12,9,0,
15:59:34,-0.959613,51.459486,,3.00062E+12,9,0,
15:35:56,-0.952595,51.452212,,3.00062E+12,4,0,212
21:04:04,-0.950927,51.446572,,3.00062E+12,4,0,13
8:39:44,-0.986307,51.446031,,3.00062E+12,4,0,536
8:01:02,-0.964913,51.44069,,3.00062E+12,9,0,
8:49:09,-0.995389,51.450311,,3.00062E+12,9,0,
14:27:35,-0.975312,51.455673,,3.00062E+12,4,0,113
23:09:01,-0.966529,51.454694,,3.00062E+12,4,0,141
22:17:13,-0.990321,51.451798,,3.00062E+12,4,0,191
16:39:13,-0.937536,51.449022,,3.00062E+12,9,0,
8:30:44,-0.984559,51.474495,,3.00062E+12,4,0,80
2:51:56,-0.973109,51.454132,1132,3.00062E+12,4,1,976
8:44:11,-0.984559,51.474495,,3.00062E+12,4,0,91
15:46:08,-0.952773,51.452222,,3.00062E+12,4,0,36
14:22:50,-0.967531,51.450499,,3.00062E+12,4,0,63
21:39:45,-0.963288,51.454964,,3.00062E+12,4,0,68
16:46:07,-0.96947,51.46079,,3.00062E+12,9,0,
8:38:15,-0.977197,51.431071,,3.00062E+12,4,0,199
19:19:42,-0.964285,51.44507,,3.00062E+12,4,0,254
14:58:04,-0.971462,51.446408,,3.00062E+12,4,0,95
1:19:27,-0.990767,51.451039,,3.0006E+12,9,0,
21:22:21,-0.970753,51.432339,,3.0006E+12,4,0,219
0:21:20,-0.976101,51.433817,,3.0006E+12,4,0,12
1:08:05,-0.997904,51.453654,,3.0006E+12,4,0,7
0:33:55,-0.911482,51.457763,,3.0006E+12,4,0,106
2:46:31,-0.968217,51.454912,,3.0006E+12,9,0,
22:28:37,-0.95948,51.469167,,3.0006E+12,9,0,
4:35:09,-0.889486,51.427162,,3.0006E+12,4,0,124
0:42:55,-0.997176,51.45723,,3.0006E+12,9,0,
21:33:07,-1.046763,51.479695,,3.0006E+12,4,0,48
2:33:31,-0.973035,51.452271,,3.0006E+12,9,0,
4:22:35,-0.967047,51.444465,,3.0006E+12,9,0,
17:50:31,-0.960272,51.444487,118,3.0006E+12,4,1,226
2:08:38,-0.970945,51.456634,,3.0006E+12,4,0,70
2:59:34,-0.958563,51.453956,,3.0006E+12,9,0,
3:06:12,-0.98144,51.455044,,3.0006E+12,9,0,
11:56:09,-0.970188,51.441892,718,3.0006E+12,4,1,233
0:07:44,-0.971296,51.458115,,3.0006E+12,4,0,7
0:16:59,-0.976101,51.433817,,3.0006E+12,9,0,
8:53:14,-0.966186,51.447033,,3.0006E+12,9,0,
21:23:14,-0.976486,51.446038,,3.0006E+12,9,0,
21:46:20,-0.973398,51.458384,,3.0006E+12,4,0,7
0:51:05,-0.951214,51.430944,,3.0006E+12,9,0,
21:48:50,-0.945372,51.4463,,3.0006E+12,9,0,
3:03:50,-0.958563,51.453956,,3.0006E+12,9,0,
21:19:07,-0.976486,51.446038,,3.0006E+12,9,0,
1:53:27,-0.972046,51.457948,,3.0006E+12,4,0,67
3:09:52,-0.966745,51.453236,,3.0006E+12,9,0,
2:58:07,-0.968313,51.454997,,3.0006E+12,4,0,87
22:59:01,-0.964913,51.44069,,3.00063E+12,4,0,12
8:10:47,-0.977197,51.431071,,3.00063E+12,4,0,196
14:26:50,-0.981284,51.453329,297,3.00063E+12,4,1,33
8:48:29,-0.968195,51.452036,,3.00063E+12,9,0,
21:28:03,-0.991101,51.457158,,3.00063E+12,9,0,
3:11:27,-0.973688,51.456641,,3.00063E+12,9,0,
8:28:04,-0.965696,51.439574,,3.00063E+12,4,0,94
8:14:42,-0.97739,51.430398,,3.00063E+12,9,0,
20:47:41,-0.973584,51.456815,60,3.00063E+12,4,1,71
9:02:42,-0.992133,51.447436,,3.00063E+12,9,0,
7:44:53,-0.971485,51.449221,,3.00063E+12,4,0,8
8:21:23,-0.974997,51.451879,,3.00063E+12,4,0,235
18:41:10,-0.962612,51.419406,359,3.00063E+12,4,1,15
7:23:32,-0.960056,51.468619,1138,3.00063E+12,4,1,104
17:22:23,-0.955672,51.453561,777,3.00063E+12,4,1,652
8:47:04,-0.94741,51.447532,239,3.00063E+12,4,1,104
8:55:44,-0.957923,51.441124,,3.00063E+12,4,0,7
8:13:45,-1.017118,51.447847,,3.00063E+12,9,0,
6:59:10,-0.923273,51.449795,358,3.00063E+12,4,1,36
13:04:17,-0.963172,51.454195,,3.00063E+12,4,0,22
8:43:43,-0.956226,51.453447,,3.00063E+12,9,0,
20:15:27,-0.947218,51.449748,,3.00063E+12,9,0,
8:36:39,-0.98455,51.42245,,3.00063E+12,4,0,131
8:00:29,-0.977197,51.431071,,3.00063E+12,4,0,52
21:10:15,-0.970779,51.468122,,3.00063E+12,4,0,8
12:48:31,-0.978916,51.456173,777,3.00063E+12,4,1,91
8:14:44,-0.940321,51.421571,,3.00063E+12,9,0,
15:57:22,-0.956984,51.457303,721,3.00063E+12,4,1,101
8:54:07,-0.951437,51.446802,839,3.00063E+12,4,1,79
17:25:20,-0.949614,51.449676,,3.00063E+12,4,0,102
14:48:37,-0.971275,51.468651,234,3.00063E+12,4,1,154
3:14:15,-0.972605,51.456805,,3.00063E+12,9,0,
17:17:50,-0.9555,51.453015,,3.00063E+12,4,0,139
6:07:26,-0.949363,51.447897,,3.00063E+12,4,0,107
7:45:21,-0.971485,51.449221,,3.00063E+12,4,0,151
3:07:11,-0.973688,51.456641,,3.00063E+12,9,0,
3:13:35,-0.924583,51.46304,,3.00063E+12,4,0,138
12:35:58,-0.9776,51.449885,477,3.00063E+12,4,1,973
8:57:43,-0.994204,51.4511,,3.00063E+12,9,0,
9:10:10,-0.978064,51.448236,,3.00063E+12,4,0,131
8:55:21,-0.95145,51.446812,60,3.00063E+12,4,1,368
9:08:48,-0.978076,51.448236,1139,3.00063E+12,4,1,61
7:07:14,-0.999961,51.453487,478,3.00063E+12,4,1,640
8:50:56,-0.942711,51.446215,,3.00063E+12,4,0,180
8:21:58,-0.966757,51.440632,777,3.00063E+12,4,1,195
8:27:29,-0.974997,51.451879,,3.00063E+12,9,0,
7:19:44,-0.956825,51.449807,779,3.00063E+12,4,1,32
9:01:10,-0.924714,51.426026,118,3.00063E+12,4,1,376
3:22:02,-0.974055,51.456562,,3.00063E+12,4,0,137
23:11:48,-0.967724,51.458256,238,3.00063E+12,4,1,445
2:37:39,-0.971735,51.45683,,3.00063E+12,4,0,47
8:29:04,-0.959071,51.456109,,3.00063E+12,4,0,15
17:24:53,-0.913402,51.466093,,3.00063E+12,9,0,
9:06:27,-0.951451,51.446804,,3.00063E+12,4,0,10
8:58:24,-0.992133,51.447436,,3.00063E+12,9,0,
8:22:36,-0.916708,51.439852,,3.00063E+12,9,0,
6:11:17,-0.9178,51.440961,539,3.00063E+12,4,1,65
8:49:07,-0.94741,51.447532,839,3.00063E+12,4,1,73
17:49:02,-0.96873,51.421121,,3.00063E+12,4,0,110
11:26:29,-0.891935,51.446036,,3.00063E+12,4,0,58
7:44:05,-0.966529,51.454694,,3.00063E+12,4,0,276
20:52:56,-0.9734,51.456743,118,3.00063E+12,4,1,25
19:16:02,-0.950008,51.448715,,3.00063E+12,9,0,
12:50:19,-0.978916,51.456173,,3.00063E+12,4,0,65
8:19:12,-0.958554,51.459527,,3.00063E+12,9,0,
8:49:13,-0.956226,51.453447,,3.00063E+12,9,0,
19:47:38,-0.970779,51.468122,,3.00063E+12,4,0,104
8:55:57,-0.971335,51.468913,,3.00063E+12,9,0,
20:44:19,-0.971135,51.456443,,3.00063E+12,4,0,113
17:27:05,-0.96947,51.46079,,3.00063E+12,9,0,
8:58:34,-0.991417,51.423209,,3.00063E+12,9,0,
3:13:33,-0.97229,51.456755,,3.00063E+12,9,0,
8:50:08,-0.980515,51.455632,957,3.00063E+12,4,1,47
13:28:12,-0.985736,51.447315,418,3.00063E+12,4,1,130
0:57:54,-0.946496,51.444481,,3.00063E+12,4,0,106
0:43:45,-0.956142,51.442882,293,3.00063E+12,4,1,312
21:49:55,-0.974735,51.454823,,3.00063E+12,4,0,41
8:48:17,-0.957923,51.441124,839,3.00063E+12,4,1,356
8:53:18,-0.994204,51.4511,,3.00063E+12,9,0,
8:12:29,-0.970583,51.421262,,3.00063E+12,9,0,
19:00:52,-0.944899,51.455781,,3.00063E+12,9,0,
7:24:32,-0.952635,51.456178,957,3.00063E+12,4,1,28
7:06:34,-0.960056,51.468619,298,3.00063E+12,4,1,639
8:16:36,-1.008336,51.43965,,3.00063E+12,4,0,80
3:10:25,-0.973596,51.456757,,3.00063E+12,9,0,
7:22:21,-0.977608,51.454472,,3.00063E+12,4,0,121
17:14:58,-0.977396,51.442775,,3.00063E+12,4,0,38
8:12:34,-0.946583,51.448345,,3.00063E+12,9,0,
8:34:23,-0.977636,51.43059,1018,3.00063E+12,4,1,64
3:13:54,-0.97229,51.456755,,3.00063E+12,9,0,
15:42:16,-0.922114,51.451058,538,3.00063E+12,4,1,37
15:07:12,-0.944244,51.430601,,3.00063E+12,4,0,176
22:46:43,-1.018474,51.451805,,3.00063E+12,9,0,
9:37:14,-0.999931,51.452184,418,3.00063E+12,4,1,224
19:12:48,-0.964684,51.453848,,3.00063E+12,9,0,
20:51:30,-0.9734,51.456743,60,3.00063E+12,4,1,80
8:14:04,-0.978916,51.456173,,3.00059E+12,4,0,184
3:43:00,-1.037583,51.452972,,3.00059E+12,9,0,
8:02:00,-0.989201,51.472551,,3.00059E+12,9,0,
20:54:05,-0.984194,51.454005,,3.00059E+12,9,0,
8:25:34,-0.97271,51.448357,,3.00059E+12,4,0,138
21:23:23,-0.968731,51.453887,,3.00059E+12,4,0,59
19:37:19,-0.978824,51.456116,238,3.00059E+12,4,1,227
7:34:12,-0.975405,51.430809,418,3.00059E+12,4,1,67
8:19:12,-0.971858,51.456821,,3.00059E+12,4,0,128
15:10:27,-0.94724,51.442139,297,3.00059E+12,4,1,45
20:56:05,-0.976053,51.455937,,3.00059E+12,9,0,
15:31:25,-0.959613,51.459486,116,3.00059E+12,4,1,22
8:40:18,-0.972714,51.455866,,3.00059E+12,9,0,
13:10:50,-0.946267,51.442028,598,3.00059E+12,4,1,95
21:55:10,-0.945312,51.446212,,3.00059E+12,4,0,65
0:11:47,-0.975528,51.456862,117,3.00059E+12,4,1,323
3:35:49,-0.963591,51.444355,,3.00059E+12,9,0,
22:52:27,-0.951744,51.451312,179,3.00059E+12,4,1,72
21:01:43,-0.949824,51.445584,,3.00059E+12,4,0,74
8:11:35,-0.978916,51.456173,897,3.00059E+12,4,1,132
8:20:18,-0.941577,51.455361,,3.00059E+12,4,0,117
10:43:25,-0.969663,51.430557,,3.00059E+12,9,0,
7:24:51,-0.991569,51.451489,537,3.00059E+12,4,1,470
10:38:32,-0.946023,51.446669,177,3.00059E+12,4,1,29
9:00:25,-0.999031,51.447941,,3.00059E+12,9,0,
8:01:21,-0.976109,51.465862,,3.00059E+12,9,0,
21:03:26,-0.976053,51.455937,,3.00059E+12,4,0,62
8:16:00,-0.958621,51.45951,,3.00059E+12,4,0,213
8:57:31,-0.97823,51.454575,778,3.00059E+12,4,1,170
21:19:03,-0.948749,51.440234,,3.00059E+12,9,0,
7:59:03,-0.938613,51.448696,958,3.00059E+12,4,1,171
6:31:38,-0.998634,51.445435,,3.00059E+12,9,0,
8:20:04,-0.958621,51.45951,,3.00059E+12,4,0,236
8:11:59,-0.978128,51.454907,,3.00059E+12,9,0,
8:33:20,-0.958621,51.45951,897,3.00059E+12,4,1,1070
21:23:26,-0.948749,51.440234,,3.00059E+12,4,0,54
13:45:40,-0.963292,51.454987,238,3.00059E+12,4,1,131
8:09:43,-0.989201,51.472551,,3.00059E+12,9,0,
7:23:25,-0.958841,51.459744,717,3.00059E+12,4,1,289
8:55:37,-0.97823,51.454575,596,3.00059E+12,4,1,108
3:30:05,-0.963689,51.444463,,3.00059E+12,9,0,
22:31:23,-0.947609,51.445345,479,3.00059E+12,4,1,63
16:11:27,-0.979302,51.4717,,3.00059E+12,9,0,
19:47:30,-0.969326,51.433188,,3.00059E+12,4,0,128
8:21:01,-0.97271,51.448357,,3.00059E+12,9,0,
16:18:40,-0.966937,51.453089,178,3.00059E+12,4,1,10
6:52:15,-0.934272,51.426804,,3.00059E+12,9,0,
8:39:23,-0.94822,51.444875,838,3.00059E+12,4,1,104
20:50:11,-0.984194,51.454005,,3.00059E+12,4,0,117
7:40:08,-0.955889,51.453363,,3.00059E+12,9,0,
19:44:14,-0.969202,51.433169,,3.00059E+12,4,0,120
23:07:31,-1.032645,51.461214,,3.00059E+12,9,0,
14:40:55,-0.894507,51.444147,658,3.00059E+12,4,1,40
14:04:31,-0.9562,51.453483,60,3.00059E+12,4,1,140
16:51:51,-0.961434,51.466299,359,3.00059E+12,4,1,685
6:05:07,-0.945073,51.44503,,3.00059E+12,9,0,
8:22:40,-0.958621,51.45951,,3.00059E+12,9,0,
12:11:39,-0.935261,51.448991,358,3.00059E+12,4,1,22
3:39:55,-0.966953,51.442803,,3.00059E+12,9,0,
7:28:32,-0.958841,51.459744,657,3.00059E+12,4,1,55
7:17:48,-0.991569,51.451489,,3.00059E+12,4,0,198
17:39:55,-0.956437,51.451732,898,3.00059E+12,4,1,89
23:03:05,-0.951614,51.451323,,3.00059E+12,4,0,25
7:55:18,-0.967327,51.449395,177,3.00059E+12,4,1,25
2:14:28,-0.947315,51.4443,,3.00059E+12,9,0,
4:57:43,-0.935599,51.457324,,3.00059E+12,9,0,
15:34:10,-0.973295,51.469654,,3.00059E+12,4,0,6
23:02:15,-0.951614,51.451323,,3.00059E+12,9,0,
8:18:46,-0.978202,51.455502,,3.00059E+12,9,0,
8:16:28,-0.97271,51.448357,,3.00059E+12,9,0,
17:29:59,-0.969513,51.455907,118,3.00059E+12,4,1,227
21:13:04,-0.975531,51.45676,,3.00059E+12,9,0,
8:21:50,-0.976418,51.466233,591,3.00059E+12,4,1,64
8:24:56,-0.946245,51.451691,,3.00059E+12,4,0,188
4:57:53,-0.935599,51.457324,,3.00059E+12,9,0,
23:07:22,-0.94698,51.444158,,3.00059E+12,9,0,
22:12:11,-0.976473,51.467006,,3.00059E+12,4,0,446
21:03:05,-0.949824,51.445584,,3.00059E+12,4,0,140
8:06:35,-0.989201,51.472551,,3.00059E+12,4,0,205
17:55:36,-0.969421,51.455076,178,3.00059E+12,4,1,29
20:58:11,-0.984194,51.454005,60,3.00059E+12,4,1,405
2:26:23,-0.969582,51.451689,239,3.00056E+12,4,1,497
8:34:46,-0.986445,51.44574,898,3.00056E+12,4,1,247
8:15:14,-0.940321,51.421571,,3.00056E+12,9,0,
10:58:27,-0.95558,51.453493,358,3.00056E+12,4,1,37
7:07:44,-0.953193,51.471424,,3.00056E+12,4,0,87
8:12:04,-1.005047,51.452372,,3.00056E+12,4,0,61
